#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Sun Dec 03 10:46:23 EST 2017,100,100,Assignment6Suite,EfficiencyTest1+ ShortestPathTest0+ ShortestPathTest1+ ShortestPathTest2+ ShortestPathTest3+ ShortestPathTest4+ ShortestPathTest5+ , , , ,
1,Sun Dec 03 10:49:18 EST 2017,100,0,Assignment6Suite,EfficiencyTest1 ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , , , ,
2,Sun Dec 03 10:51:38 EST 2017,100,0,Assignment6Suite,EfficiencyTest1 ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , , , ,
3,Sun Dec 03 14:08:59 EST 2017,100,0,Assignment6Suite,EfficiencyTest1 ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , , , ,
4,Sun Dec 03 14:10:00 EST 2017,100,0,Assignment6Suite,EfficiencyTest1 ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , , , ,
5,Mon Dec 04 13:45:58 EST 2017,100,0,Assignment6Suite,EfficiencyTest1 ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , , , ,
6,Mon Dec 04 14:16:11 EST 2017,100,0,Assignment6Suite,EfficiencyTest1 ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , , , ,
7,Mon Dec 04 14:17:29 EST 2017,100,0,Assignment6Suite,EfficiencyTest1 ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , , , ,
8,Mon Dec 04 14:28:03 EST 2017,14,-86,Assignment6Suite,EfficiencyTest1 , ,ShortestPathTest0- ShortestPathTest1- ShortestPathTest2- ShortestPathTest3- ShortestPathTest4- ShortestPathTest5- , ,
9,Mon Dec 04 14:28:28 EST 2017,100,86,Assignment6Suite,EfficiencyTest1 ShortestPathTest0+ ShortestPathTest1+ ShortestPathTest2+ ShortestPathTest3+ ShortestPathTest4+ ShortestPathTest5+ , , , ,
10,Mon Dec 04 15:06:39 EST 2017,100,0,Assignment6Suite,EfficiencyTest1 ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , , , ,
11,Mon Dec 04 15:07:44 EST 2017,100,0,Assignment6Suite,EfficiencyTest1 ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , , , ,
